State,County,TotalCases,TotalDeaths,Dec2020Cases,Dec2020Deaths
Mississippi,Harrison,1601072,24832.0,278852,4011.0
Mississippi,Jackson,1329803,24904.0,236858,4430.0
Missouri,Boone,1834045,6403.0,378191,1285.0
Missouri,Cole,924058,9940.0,217805,2395.0
Missouri,Jackson,3188065,38061.0,643827,6425.0
Nebraska,Knox,82366,608.0,18162,108.0
Nebraska,Sarpy,2030677,10732.0,434876,2052.0
New Jersey,Gloucester,2252054,77782.0,366833,10314.0
New Jersey,Warren,711250,50354.0,100615,5493.0
New Mexico,Taos,134480,3917.0,31564,1045.0
New York,Clinton,181864,2097.0,22638,177.0
New York,Rensselaer,632523,16238.0,89409,2102.0
New York,Sullivan,627926,11212.0,80130,1224.0
New York,Wyoming,177167,3466.0,29445,413.0
North Carolina,Iredell,1360103,13664.0,234938,2048.0
North Carolina,Sampson,780949,9153.0,133536,1682.0
North Dakota,Burleigh,1745755,20390.0,405531,4690.0
North Dakota,Cass,2682624,29676.0,581602,4686.0
Ohio,Coshocton,196782,3178.0,42156,472.0
Ohio,Darke,492334,14729.0,109664,2239.0
Ohio,Lake,1476503,19815.0,326335,2990.0
Ohio,Mahoning,1881592,81558.0,373640,9595.0
Oklahoma,Pawnee,138496,2132.0,25418,286.0
Oregon,Lane,850956,10372.0,178816,2215.0
Pennsylvania,Beaver,1061459,44557.0,200852,6272.0
South Carolina,Calhoun,138507,4135.0,20912,588.0
South Carolina,Richland,4530792,66714.0,725275,9825.0
South Carolina,York,2261702,27395.0,389852,4946.0
Texas,Brazos,2315900,23740.0,394245,3892.0
Texas,Ellis,1832802,25962.0,314970,4381.0
Texas,Lubbock,5470351,74025.0,1169070,14634.0
Virginia,Charlottesville city,362944,6436.0,62976,1007.0
Virginia,Goochland,110084,2020.0,16383,217.0
Virginia,Henrico,2099956,66006.0,319933,8460.0
Virginia,Williamsburg city,61630,2015.0,10243,248.0
Washington,Franklin,1460469,17402.0,243693,2402.0
Washington,Mason,197512,2117.0,37394,409.0
West Virginia,Jefferson,305176,3248.0,58877,623.0
Wisconsin,Kenosha,1907929,32754.0,384361,5959.0
Wyoming,Laramie,794614,6623.0,198482,1318.0
Wyoming,Park,235116,1433.0,52444,214.0
Alabama,Calhoun,1329813,21943.0,252416,4217.0
Alabama,Talladega,772082,12170.0,138061,2049.0
Alaska,Kenai Peninsula Borough,420354,1571.0,101204,373.0
Arizona,Coconino,1730644,44978.0,292470,5977.0
Arkansas,Bradley,128118,2529.0,22763,257.0
Arkansas,Faulkner,1072525,11893.0,193041,2230.0
Arkansas,Washington,3336743,35992.0,576164,6214.0
California,Mendocino,354257,4843.0,64480,758.0
Colorado,Yuma,68447,1016.0,14075,173.0
Connecticut,Middlesex,951076,61841.0,158542,6893.0
Delaware,Kent,1382282,36662.0,226770,4557.0
Florida,Leon,3129745,26201.0,534363,5030.0
Florida,Sumter,805969,22387.0,130601,3370.0
Florida,Walton,738608,8392.0,132693,1266.0
Georgia,Columbia,1483192,17518.0,252061,2795.0
Georgia,Houston,1230869,24537.0,193856,3580.0
Idaho,Twin Falls,1106476,17209.0,232350,3330.0
Illinois,Jackson,514862,9440.0,100726,1468.0
Illinois,Kankakee,1450091,28778.0,308978,4314.0
Illinois,Kendall,1157506,11763.0,234652,2011.0
Illinois,LaSalle,1025509,27385.0,231961,5772.0
Illinois,Madison,2720149,57184.0,565211,10341.0
Illinois,Washington,139495,1859.0,31057,370.0
Illinois,Williamson,662741,14475.0,140420,3078.0
Indiana,Clark,1141105,23581.0,218424,3240.0
Indiana,Fayette,297773,6529.0,63486,1300.0
Indiana,Jennings,208556,5535.0,44153,800.0
Indiana,Madison,1119462,37411.0,230321,4979.0
Iowa,Washington,260387,4782.0,52044,727.0
Iowa,Winneshiek,171838,2377.0,38111,486.0
Kansas,Leavenworth,827751,5865.0,139138,1098.0
Kentucky,Franklin,302128,3419.0,57182,532.0
Kentucky,Kenton,1245756,16602.0,232645,2169.0
Kentucky,Warren,1595719,14231.0,274755,2535.0
Louisiana,Unknown,271952,28185.0,12542,0.0
Maine,Penobscot,252876,4141.0,44594,489.0
Massachusetts,Franklin,208456,21176.0,30951,2566.0
Minnesota,Rice,730684,7042.0,153784,1406.0
Mississippi,Bolivar,548461,17594.0,90423,2807.0
Mississippi,Coahoma,336179,8313.0,54611,1485.0
Mississippi,DeSoto,2145489,22393.0,386319,3696.0
Mississippi,Madison,1142911,25842.0,189457,3781.0
Mississippi,Perry,136461,4944.0,23739,882.0
Missouri,St. Charles,3809888,50646.0,813207,8486.0
Missouri,St. Louis city,2651723,64766.0,472619,8523.0
Nebraska,Adams,308803,5347.0,64312,882.0
Nebraska,Lincoln,349167,3633.0,84831,731.0
New Hampshire,Belknap,209757,5839.0,41810,1088.0
New Hampshire,Merrimack,557720,10685.0,106532,1401.0
New Jersey,Atlantic,2147379,81696.0,313830,10200.0
New York,Chenango,179936,3795.0,28143,409.0
New York,Essex,91248,2723.0,12921,461.0
New York,Hamilton,14803,207.0,2358,31.0
New York,Jefferson,248168,2145.0,35592,176.0
New York,Livingston,230151,3885.0,39051,579.0
New York,Warren,212305,9545.0,25402,939.0
New York,Washington,165588,4707.0,18888,438.0
North Carolina,Gaston,2244155,35130.0,398483,6437.0
North Carolina,Guilford,3709720,60823.0,644387,8769.0
North Carolina,Hoke,434304,5739.0,73715,1044.0
North Carolina,Lincoln,759075,4767.0,137555,620.0
North Carolina,Moore,715363,13268.0,122254,2188.0
North Carolina,New Hanover,1513914,12612.0,259107,2168.0
North Dakota,Morton,592379,11219.0,137181,2468.0
Ohio,Ashland,288822,4630.0,63836,1103.0
Ohio,Clark,1125914,25000.0,234434,4957.0
Ohio,Delaware,1386728,10166.0,281039,1598.0
Ohio,Huron,396810,5416.0,82546,993.0
Ohio,Miami,932636,16842.0,197640,2174.0
Pennsylvania,Adams,560940,12887.0,101354,1885.0
Pennsylvania,Berks,3540128,132387.0,586629,15648.0
Pennsylvania,Lackawanna,1334877,68885.0,215278,7730.0
Pennsylvania,York,2877853,63825.0,553222,9886.0
South Carolina,Lee,221000,9522.0,31666,1247.0
Tennessee,Cheatham,378350,3704.0,69652,602.0
Tennessee,Robertson,914544,11698.0,162002,2006.0
Tennessee,Sumner,2170986,35769.0,405449,5291.0
Texas,Lavaca,278266,8863.0,48631,1484.0
Texas,McLennan,2815716,41394.0,517680,7490.0
Texas,Medina,415347,10680.0,68561,1634.0
Texas,Rusk,342937,7003.0,61356,1325.0
Texas,Webb,4394571,84784.0,729202,14155.0
Texas,Wichita,1331285,24474.0,279525,5359.0
Texas,Williamson,3578406,41424.0,572924,5826.0
Utah,Box Elder,427545,3191.0,91975,671.0
Utah,Cache,1487672,2938.0,299810,552.0
Virginia,Charles City,34983,1521.0,5113,231.0
Virginia,Richmond city,1596684,19148.0,244951,2703.0
Washington,Benton,1798455,38093.0,315697,4740.0
West Virginia,Mercer,324382,8781.0,61864,1442.0
Wisconsin,Brown,3984837,28536.0,800650,5062.0
Wisconsin,La Crosse,1351279,6366.0,299151,1464.0
Wisconsin,Washington,1598190,15105.0,364525,2849.0
Wyoming,Teton,305376,617.0,59845,67.0
Alabama,Chambers,419591,13727.0,64015,1780.0
Alabama,Mobile,4390899,91233.0,706791,12948.0
Alabama,Walker,807116,25417.0,140112,3801.0
Arizona,Santa Cruz,989070,18733.0,157129,2620.0
Arizona,Yavapai,1459693,34779.0,267601,5007.0
Arkansas,Benton,2724340,35683.0,463420,6673.0
Arkansas,Boone,329047,7795.0,69024,1718.0
Arkansas,Clark,178924,2647.0,34563,507.0
Arkansas,Craighead,1331530,15823.0,269504,3381.0
Arkansas,Crittenden,693580,12474.0,118583,2000.0
Arkansas,Grant,134092,1834.0,25385,271.0
Arkansas,Greene,542875,6075.0,118983,1313.0
Arkansas,Independence,394960,11662.0,75177,2480.0
Arkansas,Poinsett,312362,7362.0,63396,1618.0
Arkansas,Polk,160301,3977.0,32652,728.0
Arkansas,Pope,806929,9276.0,141531,1522.0
Arkansas,Searcy,62636,968.0,12900,184.0
Arkansas,Sebastian,1440999,23314.0,257080,4226.0
Arkansas,Sevier,374989,4139.0,59152,606.0
Arkansas,Van Buren,95974,1366.0,18228,184.0
Colorado,Crowley,168542,1258.0,45851,290.0
Colorado,Grand,80953,512.0,16961,121.0
Colorado,Morgan,345277,16216.0,59843,2033.0
Connecticut,Tolland,731003,24057.0,123530,2954.0
Connecticut,Windham,703209,11519.0,119613,1552.0
Florida,Hernando,1109398,40836.0,191749,7684.0
Florida,Indian River,1126534,29954.0,179474,4608.0
Florida,Jackson,789305,19160.0,131399,3279.0
Florida,Martin,1432955,37315.0,218197,5918.0
Georgia,Bibb,1742553,46389.0,273565,7731.0
Georgia,Early,164418,10492.0,23210,1216.0
Georgia,Effingham,445900,6099.0,75285,1053.0
Georgia,Glynn,963310,22824.0,147367,3992.0
Georgia,Laurens,581593,18932.0,96555,3701.0
Georgia,Peach,242194,6145.0,39989,916.0
Georgia,Rockdale,664508,12950.0,104824,2170.0
Indiana,Owen,149362,3235.0,32153,637.0
Indiana,Tippecanoe,1771942,11887.0,392646,1753.0
Indiana,Wayne,695859,15956.0,150597,3748.0
Iowa,Dubuque,1464425,20088.0,311661,3797.0
Iowa,Muscatine,531865,16695.0,103045,2160.0
Kansas,Cherokee,219657,1951.0,45094,393.0
Kansas,Linn,62524,463.0,12950,100.0
Kansas,Morris,43225,729.0,9897,52.0
Kansas,Sedgwick,5010455,39333.0,1050012,6779.0
Kentucky,Christian,598120,8463.0,113354,1630.0
Kentucky,Daviess,796932,12202.0,148825,2220.0
Kentucky,Henderson,404652,6514.0,79366,1408.0
Kentucky,Pulaski,471276,6497.0,97368,1333.0
Kentucky,Scott,351335,3327.0,67034,681.0
Kentucky,Unknown,951,35.0,0,0.0
Louisiana,Assumption,253283,6472.0,36688,800.0
Louisiana,Calcasieu,2390061,54992.0,375925,8264.0
Louisiana,Iberia,863148,25351.0,132384,3547.0
Louisiana,Iberville,479525,17606.0,73733,2111.0
Louisiana,Lafayette,2770080,35972.0,450930,5301.0
Louisiana,Livingston,1346792,23202.0,232180,3372.0
Louisiana,Plaquemines,267219,5970.0,45517,623.0
Louisiana,St. James,258381,11073.0,36018,1279.0
Louisiana,St. Landry,1056109,37585.0,181934,5629.0
Louisiana,Webster,445503,10545.0,74395,1918.0
Louisiana,West Baton Rouge,301696,12003.0,49612,1427.0
Maryland,Calvert,381377,9685.0,59669,1311.0
Maryland,Wicomico,779323,17004.0,125197,2094.0
Massachusetts,Hampshire,637979,43973.0,94578,5468.0
Michigan,Clinton,484713,6942.0,106463,998.0
Michigan,Eaton,566153,10931.0,126307,2184.0
Michigan,Genesee,2817435,118819.0,591593,16092.0
Michigan,Livingston,995423,14279.0,219560,1922.0
Michigan,Midland,477085,6400.0,111279,1108.0
Minnesota,Mower,518524,3485.0,95825,724.0
Minnesota,Scott,1389147,11692.0,313921,2156.0
Mississippi,Holmes,311302,15378.0,45714,1942.0
Mississippi,Jones,878992,21483.0,138483,2855.0
Mississippi,Scott,403558,7939.0,57930,1050.0
Mississippi,Walthall,175141,6308.0,27511,989.0
Mississippi,Wilkinson,92382,5159.0,14873,687.0
Mississippi,Winston,271293,7486.0,48655,1193.0
Mississippi,Yazoo,361097,8153.0,57397,1401.0
Montana,Broadwater,33018,198.0,7861,47.0
Montana,Flathead,1024767,7133.0,249265,1479.0
Montana,Madison,67110,621.0,14448,93.0
Montana,Roosevelt,178060,5504.0,41265,1307.0
Nebraska,Nemaha,58663,782.0,12997,170.0
Nevada,Elko,480224,4311.0,107477,872.0
Nevada,Unknown,1804,225.0,0,0.0
New Jersey,Cape May,552845,29510.0,63441,3855.0
New Jersey,Sussex,806867,59517.0,110658,6375.0
New Mexico,San Miguel,94152,458.0,19981,81.0
New York,Schoharie,76778,693.0,11400,86.0
New York,Wayne,318412,4202.0,56161,816.0
Ohio,Hamilton,6972744,94248.0,1355288,12312.0
Ohio,Montgomery,4418284,56799.0,924686,9634.0
Ohio,Richland,831924,11580.0,183190,1771.0
Oklahoma,Custer,365106,3664.0,78592,721.0
Oklahoma,Grady,518684,5469.0,103641,948.0
Oklahoma,Logan,318504,1470.0,64369,167.0
Oklahoma,McClain,468504,3859.0,94694,646.0
Oklahoma,Washington,461176,13747.0,81289,1627.0
Pennsylvania,Lancaster,4003180,152143.0,708974,19405.0
Pennsylvania,Lebanon,1223972,26449.0,223118,4156.0
Pennsylvania,Westmoreland,2146618,52018.0,456837,9720.0
South Carolina,Abbeville,206727,3934.0,35084,715.0
South Carolina,Dorchester,1409994,22333.0,217562,3693.0
South Carolina,Saluda,191203,4996.0,27653,835.0
Tennessee,Cumberland,564683,8182.0,108421,1386.0
Tennessee,Dyer,583118,9186.0,116587,1899.0
Tennessee,Montgomery,1533487,17576.0,284815,3224.0
Tennessee,Unknown,711718,7671.0,79783,951.0
Tennessee,Washington,1238642,19584.0,259324,4256.0
Tennessee,Wilson,1636565,18884.0,314569,3252.0
Texas,Cameron,5529127,216398.0,863587,35762.0
Texas,Crane,52569,1620.0,12749,271.0
Texas,DeWitt,254026,8545.0,41858,1434.0
Texas,Johnson,1481789,23669.0,260858,4087.0
Texas,Van Zandt,344126,9058.0,67792,1613.0
Washington,Clallam,96102,525.0,18780,125.0
West Virginia,Monongalia,742624,4487.0,134084,444.0
West Virginia,Tucker,35587,319.0,7565,18.0
Wisconsin,Bayfield,106345,1801.0,26459,510.0
Wisconsin,Calumet,654228,4258.0,145561,990.0
Wisconsin,Columbia,548714,3817.0,128697,731.0
Wisconsin,Eau Claire,1159831,9756.0,271925,2362.0
Wisconsin,Ozaukee,875292,9578.0,196294,1516.0
Wisconsin,Sauk,582115,3934.0,131964,793.0
Wisconsin,Walworth,1234050,14706.0,262037,2388.0
Alabama,Cullman,915515,11278.0,183276,1938.0
Alabama,Jackson,685641,5853.0,136659,879.0
Alabama,Lamar,144185,2061.0,27450,341.0
Alabama,Lauderdale,849873,13290.0,165081,1933.0
Alabama,Washington,191456,4314.0,32652,704.0
Arizona,Yuma,4445946,96197.0,717423,13887.0
Arkansas,Unknown,503550,6.0,86127,0.0
California,Amador,242428,3953.0,46633,617.0
California,Imperial,3782034,82444.0,602746,11889.0
Colorado,Broomfield,377544,12447.0,77235,1805.0
Colorado,Park,46770,557.0,9968,125.0
Colorado,San Miguel,57252,0.0,9799,0.0
Connecticut,New London,1507791,47527.0,260088,6400.0
Florida,Monroe,665200,5965.0,119918,952.0
Georgia,Carroll,1153498,23251.0,206966,3341.0
Georgia,Chatham,2415506,43600.0,378544,6943.0
Georgia,Dawson,278859,2826.0,45205,378.0
Georgia,Douglas,1344221,21742.0,217513,3144.0
Georgia,Heard,84001,1896.0,15553,269.0
Georgia,Lamar,172617,5526.0,28447,900.0
Georgia,Lincoln,73760,2120.0,11668,338.0
Georgia,Miller,88590,545.0,14505,93.0
Georgia,Monroe,248734,12871.0,40437,1911.0
Georgia,Muscogee,1776969,41910.0,260871,6261.0
Georgia,Oconee,334264,7544.0,55062,1181.0
Georgia,Pickens,268206,4212.0,44929,568.0
Georgia,Randolph,99963,8355.0,11990,956.0
Georgia,Spalding,560454,18717.0,92456,2818.0
Georgia,Sumter,332940,18787.0,46272,2247.0
Georgia,Terrell,116524,9556.0,15457,1055.0
Georgia,Tift,591615,16484.0,94607,2445.0
Georgia,Turner,115985,6322.0,16830,775.0
Georgia,Unknown,764518,1558.0,97756,78.0
Georgia,Worth,204292,9455.0,28475,1221.0
Idaho,Bingham,454761,5713.0,102533,1148.0
Idaho,Canyon,2958203,31204.0,572524,5727.0
Idaho,Kootenai,1550207,15917.0,323296,3112.0
Illinois,Adams,776519,10451.0,175313,2050.0
Illinois,Christian,313487,8457.0,70985,1706.0
Illinois,McLean,1461703,15430.0,318620,2505.0
Indiana,Allen,3606736,80615.0,759585,13259.0
Indiana,Grant,685469,16375.0,141397,2399.0
Indiana,Shelby,587692,15129.0,110021,2350.0
Indiana,Vanderburgh,2013165,25707.0,405936,5221.0
Indiana,Vigo,1109974,19234.0,250001,4070.0
Kansas,Reno,804390,9747.0,193642,2424.0
Kansas,Riley,653806,3218.0,134489,552.0
Kentucky,Calloway,316480,3387.0,64816,612.0
Louisiana,Catahoula,140049,3771.0,22799,610.0
Louisiana,De Soto,311214,10411.0,47555,1371.0
Louisiana,Rapides,1400736,41620.0,224414,6264.0
Louisiana,Tangipahoa,1489710,34047.0,246918,4880.0
Maryland,Worcester,354893,9566.0,55542,1292.0
Minnesota,Chisago,471445,2953.0,117275,702.0
Minnesota,Clay,795187,14482.0,179595,2153.0
Minnesota,Fillmore,122771,361.0,29083,2.0
Mississippi,Adams,302532,11478.0,50757,1668.0
Mississippi,Franklin,79899,1552.0,14809,196.0
Mississippi,Humphreys,121266,4518.0,19842,649.0
Mississippi,Lafayette,662590,12119.0,116824,2105.0
Mississippi,Lawrence,152088,2935.0,26064,466.0
Mississippi,Lee,1062010,20298.0,201307,3282.0
Mississippi,Marshall,430077,8727.0,79621,1774.0
Mississippi,Pike,384478,13634.0,59786,1970.0
Mississippi,Rankin,1302084,25537.0,230591,4206.0
Mississippi,Smith,178759,4556.0,27302,533.0
Mississippi,Tippah,280526,7351.0,51080,1107.0
Missouri,Christian,773416,5371.0,161001,1066.0
Missouri,Dunklin,290621,2592.0,59136,443.0
Missouri,Kansas City,4338034,53079.0,840143,10069.0
Missouri,Pulaski,312934,3478.0,67535,783.0
Missouri,Scott,433088,8391.0,95463,1537.0
Missouri,Unknown,425,0.0,0,0.0
Nebraska,Buffalo,559439,5480.0,125218,1392.0
Nebraska,Lancaster,3000591,18463.0,627937,3808.0
Nevada,Nye,268064,6766.0,53072,1085.0
New Hampshire,Cheshire,163003,1494.0,29370,155.0
New Jersey,Cumberland,1518906,50129.0,200944,6139.0
New Mexico,Doña Ana,2257417,34035.0,493425,7485.0
New Mexico,McKinley,1669148,73541.0,266236,9732.0
New York,Columbia,297921,15507.0,39925,1824.0
New York,Fulton,209998,8635.0,28164,913.0
New York,Genesee,319171,7084.0,56253,802.0
New York,Niagara,1188596,33679.0,193923,4456.0
New York,Oneida,1592560,47445.0,262589,6172.0
North Carolina,Carteret,366683,2829.0,69798,491.0
North Carolina,Davidson,1281301,13837.0,216438,2038.0
North Carolina,Franklin,488078,8962.0,79345,1107.0
North Carolina,Orange,849118,16312.0,139173,1936.0
North Carolina,Pasquotank,275199,9200.0,43429,1167.0
North Carolina,Pitt,1702490,9504.0,300980,1914.0
North Carolina,Rowan,1391581,31660.0,228622,4718.0
North Carolina,Stanly,671947,14192.0,112988,2418.0
North Dakota,Pierce,53058,1851.0,14405,523.0
North Dakota,Ramsey,169059,2373.0,41783,430.0
Ohio,Ashtabula,483527,15495.0,102013,1942.0
Ohio,Columbiana,885371,25028.0,160210,3473.0
Ohio,Marion,1250434,17167.0,186083,2654.0
Ohio,Union,417896,2488.0,91244,506.0
Ohio,Warren,1927649,20071.0,396501,3109.0
Oklahoma,Garvin,291188,2909.0,59860,550.0
Oregon,Grant,18551,94.0,4895,31.0
Oregon,Union,161223,1533.0,28227,338.0
Pennsylvania,Centre,1139187,15106.0,241747,3303.0
Pennsylvania,Erie,1319465,26210.0,276004,4334.0
Pennsylvania,Franklin,1106536,30201.0,213307,5317.0
Pennsylvania,Potter,61301,1280.0,13592,290.0
South Carolina,Aiken,1376869,22183.0,241708,3573.0
South Carolina,Berkeley,1641462,23102.0,251516,3352.0
South Carolina,Clarendon,342823,18242.0,48933,2239.0
South Carolina,Darlington,740783,16893.0,116894,2548.0
South Carolina,Florence,1694780,50172.0,262092,7212.0
South Carolina,Orangeburg,934171,28578.0,137192,4393.0
South Carolina,Pickens,1445954,20701.0,260313,3620.0
South Carolina,Sumter,1015656,22085.0,150947,3366.0
Tennessee,Anderson,679022,9188.0,136586,1390.0
Tennessee,Blount,1238856,13330.0,243552,2426.0
Tennessee,Bradley,1229061,9791.0,227351,1637.0
Tennessee,Dickson,596293,7642.0,118367,1493.0
Tennessee,Greene,659402,13595.0,136358,2527.0
Tennessee,Hamblen,795915,13154.0,146766,2172.0
Tennessee,Maury,1181751,13276.0,239679,2790.0
Tennessee,Tipton,766534,8158.0,142385,1420.0
Texas,Brown,372991,11561.0,70473,1695.0
Texas,Cass,167174,6975.0,33604,1287.0
Texas,Fannin,267715,7588.0,44906,1413.0
Texas,Hockley,229348,8752.0,51563,2079.0
Texas,Upshur,229180,4326.0,38444,821.0
Vermont,Addison,54991,868.0,6892,104.0
Vermont,Rutland,75904,964.0,10485,228.0
Virginia,Accomack,389637,5758.0,47215,712.0
Virginia,Gloucester,130093,1609.0,20920,178.0
Virginia,Newport News city,993834,12246.0,151823,1893.0
Virginia,Norfolk city,1542608,19161.0,235387,3086.0
Virginia,Portsmouth city,787531,15037.0,116535,2291.0
Washington,Cowlitz,340670,3495.0,59995,558.0
Washington,San Juan,13381,0.0,2176,0.0
Washington,Stevens,131966,1900.0,30011,364.0
West Virginia,Jackson,160378,7489.0,28884,863.0
West Virginia,Kanawha,1138711,29094.0,224953,5395.0
Wisconsin,Chippewa,687876,7387.0,172126,1940.0
Wisconsin,Douglas,379781,2411.0,92415,690.0
Wisconsin,Dunn,430867,2064.0,105405,582.0
Wisconsin,Green,298176,1573.0,64965,276.0
Wisconsin,Jefferson,905498,7218.0,204988,1592.0
Wisconsin,Marathon,1529241,20276.0,371821,5053.0
Wisconsin,Rock,1677374,17672.0,359321,3370.0
Wisconsin,St. Croix,760733,4093.0,176719,746.0
Wyoming,Campbell,444282,3520.0,113449,680.0
Wyoming,Natrona,716508,9068.0,184275,2116.0
Alabama,Marion,321745,9429.0,54591,1244.0
Arizona,Apache,1300510,47717.0,202900,6612.0
Arizona,Cochise,981329,23227.0,174811,3201.0
California,Butte,1007585,13730.0,175254,2281.0
California,El Dorado,692205,3823.0,126802,298.0
California,Siskiyou,134674,901.0,29822,228.0
California,Yuba,508048,3062.0,95788,427.0
Colorado,Chaffee,147984,6081.0,26607,650.0
Colorado,Elbert,114963,1339.0,25817,194.0
Colorado,Hinsdale,1941,0.0,350,0.0
Colorado,Montrose,269410,5815.0,51979,730.0
Florida,Bay,1917679,33022.0,315397,5745.0
Florida,Highlands,766365,30426.0,136489,5662.0
Florida,Marion,2927235,76563.0,475909,13177.0
Florida,Putnam,661435,12684.0,103931,1989.0
Florida,St. Lucie,2465092,74499.0,386261,11839.0
Georgia,Baldwin,575142,16327.0,89902,2275.0
Georgia,Lumpkin,294530,4505.0,49453,636.0
Illinois,DeKalb,888115,12927.0,187863,1954.0
Indiana,Delaware,994502,23963.0,205565,3753.0
Indiana,Elkhart,3147948,48199.0,650756,9041.0
Indiana,Hancock,655721,16603.0,130035,2375.0
Indiana,Harrison,349845,8726.0,66319,970.0
Indiana,Miami,329386,3920.0,72538,718.0
Indiana,Washington,177355,1825.0,36101,371.0
Iowa,Fayette,167792,2071.0,37964,443.0
Iowa,Henry,310772,2992.0,70174,568.0
Iowa,Linn,2206465,42929.0,485729,6659.0
Iowa,Story,1151810,5111.0,232868,776.0
Kentucky,Anderson,120545,773.0,23396,37.0
Kentucky,Madison,761092,4619.0,155322,760.0
Kentucky,Spencer,126193,430.0,26362,102.0
Louisiana,Avoyelles,460186,15540.0,74376,2413.0
Louisiana,Beauregard,322426,9676.0,50966,1578.0
Louisiana,Bienville,187679,10884.0,31558,1258.0
Louisiana,Claiborne,165397,6826.0,27334,1007.0
Louisiana,Evangeline,403720,8872.0,71885,1607.0
Louisiana,Ouachita,2206937,49906.0,372500,7504.0
Louisiana,St. Mary,556598,21416.0,83202,3056.0
Maine,Sagadahoc,55870,65.0,7904,10.0
Maryland,Caroline,230775,1940.0,36119,310.0
Maryland,Somerset,204572,2547.0,45423,445.0
Maryland,Washington,1040534,20772.0,192661,3347.0
Massachusetts,Nantucket,86478,345.0,17848,62.0
Michigan,Allegan,680430,8182.0,157986,1531.0
Michigan,Barry,340148,3552.0,83055,765.0
Michigan,Berrien,1203770,30464.0,261402,4788.0
Michigan,Calhoun,986601,25911.0,222013,4891.0
Michigan,Clare,136762,5414.0,32299,963.0
Michigan,Saginaw,1655412,62770.0,339432,10058.0
Michigan,Tuscola,323613,14987.0,70195,2325.0
Michigan,Wexford,116522,2476.0,27129,521.0
Minnesota,Dodge,149834,277.0,32917,73.0
Minnesota,Jackson,92145,710.0,21253,120.0
Minnesota,St. Louis,1382800,25037.0,347558,5038.0
Minnesota,Steele,319506,1139.0,72545,269.0
Minnesota,Unknown,82733,13755.0,15336,1838.0
Minnesota,Wabasha,171666,226.0,41325,54.0
Mississippi,Attala,264005,9230.0,45502,1266.0
Mississippi,Clay,210186,5838.0,34976,883.0
Mississippi,George,264330,5061.0,47312,944.0
Mississippi,Grenada,329288,10090.0,53490,1637.0
Mississippi,Itawamba,316515,7954.0,59536,1369.0
Mississippi,Leake,345135,10495.0,52620,1437.0
Mississippi,Lincoln,412507,16100.0,69828,2227.0
Mississippi,Lowndes,613909,16221.0,105867,2358.0
Mississippi,Panola,491528,10377.0,85607,1962.0
Mississippi,Simpson,332772,11032.0,54426,1754.0
Mississippi,Tunica,134240,3703.0,21116,589.0
Mississippi,Union,396584,7579.0,70511,920.0
Mississippi,Washington,690813,20289.0,116195,3423.0
Missouri,Bates,96200,1680.0,21336,298.0
Missouri,Jasper,871248,11309.0,171826,2398.0
Missouri,Johnson,434886,3426.0,90712,715.0
Montana,Cascade,731185,11414.0,187599,2618.0
Montana,Ravalli,229798,2409.0,59353,576.0
New Hampshire,Strafford,453607,6202.0,77129,622.0
New Mexico,Lea,822551,10788.0,180669,2129.0
New York,Steuben,435125,18367.0,79755,3253.0
North Carolina,Buncombe,1333669,31553.0,227475,4619.0
North Carolina,Catawba,1543225,22422.0,282847,3711.0
Ohio,Clermont,1419823,12228.0,294255,2001.0
Ohio,Defiance,301241,7546.0,69013,1673.0
Ohio,Erie,584347,16645.0,118358,2692.0
Ohio,Licking,1281127,19231.0,267247,3070.0
Oregon,Josephine,153675,2638.0,27180,407.0
Pennsylvania,Butler,1052100,24066.0,216482,4116.0
Pennsylvania,Montour,140123,3771.0,28240,582.0
South Carolina,Dillon,381529,10523.0,60145,1698.0
South Carolina,Edgefield,249605,4555.0,42662,780.0
South Carolina,Greenwood,715869,16910.0,113070,2755.0
South Carolina,Jasper,239880,5191.0,36940,748.0
South Carolina,Marlboro,314511,4164.0,52158,703.0
South Carolina,Newberry,447175,10478.0,76706,2139.0
Tennessee,Carroll,349767,7077.0,70701,1316.0
Tennessee,Cocke,366627,6072.0,69113,1067.0
Tennessee,Fayette,482000,7034.0,87091,1327.0
Tennessee,Monroe,483948,8170.0,94595,1530.0
Tennessee,Putnam,1234697,16789.0,227630,3073.0
Tennessee,Roane,514435,6415.0,105403,1282.0
Tennessee,Scott,213567,2537.0,49135,428.0
Texas,Bastrop,656969,8379.0,96985,1232.0
Texas,Castro,104917,2316.0,20652,346.0
Texas,Deaf Smith,365603,8644.0,70002,1467.0
Texas,Midland,1615282,27647.0,298053,5162.0
Texas,Oldham,15878,477.0,3039,62.0
Texas,Potter,2300635,39505.0,443800,8233.0
Vermont,Franklin,81052,3667.0,12748,532.0
Vermont,Windham,74951,1332.0,10866,155.0
Virginia,Albemarle,455915,5983.0,72916,886.0
Virginia,Botetourt,174277,3104.0,31915,451.0
Virginia,Franklin,300059,2903.0,61848,606.0
Virginia,Isle of Wight,249049,5513.0,39036,870.0
Virginia,Mecklenburg,229873,9661.0,35230,1159.0
Virginia,Suffolk city,665893,19670.0,103623,2640.0
West Virginia,Marshall,232678,4828.0,52272,1284.0
West Virginia,Putnam,357343,5990.0,78357,1462.0
Wyoming,Carbon,122358,1674.0,26514,369.0
California,Unknown,7,4.0,0,0.0
