State,County,TotalCases,TotalDeaths,Dec2020Cases,Dec2020Deaths
Kentucky,Boone,1040600,8764.0,203291,1143.0
Kentucky,Hopkins,376419,16725.0,71284,2529.0
Kentucky,Mason,104489,1754.0,22924,269.0
Kentucky,Mercer,170748,1230.0,33039,186.0
Kentucky,Union,128755,1200.0,26286,280.0
Kentucky,Webster,105255,1526.0,20397,324.0
Louisiana,East Feliciana,421329,18475.0,71699,2742.0
Louisiana,LaSalle,165962,3316.0,32506,694.0
Louisiana,Madison,237634,3083.0,36720,499.0
Louisiana,Pointe Coupee,319024,12138.0,51956,1634.0
Louisiana,Vermilion,589157,14803.0,94530,2509.0
Maine,Franklin,59751,793.0,10839,137.0
Michigan,Gogebic,124530,3963.0,29260,932.0
Michigan,Ionia,571044,5815.0,136824,1156.0
Michigan,Mecosta,190253,1868.0,46825,369.0
Michigan,Missaukee,58814,1242.0,11994,216.0
Michigan,Oceana,231313,4555.0,45751,1028.0
Michigan,Ogemaw,95890,3061.0,24169,729.0
Michigan,Shiawassee,368160,11383.0,80220,1622.0
Minnesota,Kandiyohi,667979,5734.0,155310,1476.0
Minnesota,Sibley,118801,954.0,28953,129.0
Minnesota,Wilkin,64380,1403.0,16268,176.0
Mississippi,Benton,98456,2449.0,18033,598.0
Mississippi,Lauderdale,792206,36287.0,132959,4939.0
Mississippi,Quitman,105081,1331.0,17120,217.0
Mississippi,Yalobusha,160174,5134.0,26577,924.0
Missouri,Benton,146774,1909.0,32108,405.0
Missouri,Bollinger,125470,1227.0,28029,322.0
Missouri,Carter,46345,952.0,10643,186.0
Missouri,Stoddard,261202,4721.0,58400,868.0
Montana,Lincoln,127451,1384.0,28792,284.0
Montana,Meagher,14737,871.0,3418,217.0
Montana,Toole,86186,2173.0,20222,248.0
Nebraska,Hall,952537,18375.0,167974,2684.0
Nebraska,Kearney,74418,309.0,16877,95.0
North Carolina,Beaufort,377489,8390.0,64857,1770.0
North Dakota,McHenry,61963,2536.0,15728,562.0
North Dakota,McIntosh,38670,1018.0,8958,217.0
Ohio,Athens,399144,1294.0,82704,193.0
Ohio,Jefferson,359010,5680.0,80605,1058.0
Ohio,Muskingum,594178,3939.0,131942,646.0
Ohio,Wyandot,178360,5097.0,38564,779.0
Oklahoma,Comanche,953692,8894.0,184678,1453.0
Oklahoma,Craig,183688,739.0,37929,134.0
Oklahoma,Lincoln,266053,4769.0,54709,903.0
Oklahoma,Okmulgee,357068,3648.0,67712,771.0
Oklahoma,Ottawa,360286,3876.0,69345,793.0
Oklahoma,Sequoyah,358335,3282.0,65863,474.0
Oregon,Tillamook,34370,92.0,6850,0.0
Oregon,Wasco,121202,3039.0,22511,621.0
Pennsylvania,Blair,831141,18730.0,196945,3832.0
Pennsylvania,Crawford,471365,8061.0,113975,1567.0
Pennsylvania,Indiana,465568,12258.0,105369,2560.0
Pennsylvania,Susquehanna,154618,8763.0,25354,1130.0
Tennessee,Benton,148191,3584.0,32004,716.0
Tennessee,Cannon,161910,1454.0,34108,220.0
Tennessee,Macon,394078,6995.0,69088,1089.0
Tennessee,Meigs,116783,1855.0,23081,416.0
Tennessee,Unicoi,171027,3928.0,36865,1033.0
Texas,Angelina,858327,24218.0,142798,3728.0
Texas,Calhoun,214770,2193.0,34458,310.0
Texas,Jackson,177406,3600.0,29716,553.0
Texas,Karnes,218725,3771.0,35451,604.0
Texas,Martin,55101,2054.0,12887,339.0
Texas,Nacogdoches,494433,18574.0,78782,2803.0
Texas,Rockwall,831685,10377.0,147939,1368.0
Texas,Val Verde,764445,26149.0,118277,4510.0
Utah,Morgan,96630,614.0,21452,147.0
Virginia,Amelia,58738,1327.0,9495,216.0
Virginia,Fauquier,378715,5581.0,60197,868.0
Virginia,Greene,89010,842.0,13839,124.0
Virginia,Hampton city,708175,7756.0,109990,1244.0
Virginia,King George,111088,1725.0,17303,244.0
Virginia,Lynchburg city,600879,6920.0,108188,1329.0
Virginia,Northampton,102792,8254.0,12030,961.0
Virginia,Pittsylvania,401482,4706.0,68899,944.0
Virginia,Poquoson city,46646,640.0,7590,84.0
Virginia,Prince George,291899,1319.0,50422,219.0
Virginia,Radford city,212110,778.0,41651,202.0
Virginia,Southampton,211999,7091.0,33018,1257.0
Virginia,Warren,210573,4781.0,34137,929.0
Virginia,Washington,367462,7386.0,74342,1160.0
West Virginia,Mason,121893,2312.0,25025,347.0
West Virginia,Upshur,113556,1272.0,21099,124.0
Wisconsin,Clark,356825,6830.0,86250,1530.0
Wisconsin,Portage,749938,6111.0,169875,1453.0
Wisconsin,Vilas,198772,2685.0,46621,621.0
Wyoming,Hot Springs,29982,157.0,6094,31.0
Wyoming,Johnson,56203,897.0,13735,157.0
Alabama,Covington,459898,8953.0,80406,1164.0
Alabama,Escambia,460394,7010.0,72035,1014.0
Alabama,Greene,109454,4280.0,17183,599.0
Alabama,Randolph,211741,5244.0,35599,843.0
Alabama,Winston,282554,4974.0,52232,807.0
Arkansas,Baxter,245192,6714.0,54034,1407.0
California,Colusa,194134,1462.0,31997,232.0
California,Kings,2528452,22463.0,428860,3131.0
Colorado,Alamosa,131098,3495.0,25152,595.0
Colorado,Costilla,18756,258.0,3960,62.0
Colorado,Lincoln,69756,200.0,20654,47.0
Florida,Levy,314300,2917.0,50459,527.0
Florida,Suwannee,713515,18610.0,112159,2822.0
Georgia,Chattahoochee,404000,573.0,66201,93.0
Georgia,Habersham,589098,19598.0,94297,2657.0
Georgia,Hart,208242,4844.0,36961,940.0
Georgia,Upson,354537,18682.0,55469,2500.0
Idaho,Gem,169858,2157.0,38959,407.0
Illinois,Bureau,335548,7973.0,78184,1908.0
Illinois,Henry,425394,5900.0,102292,1244.0
Illinois,Iroquois,279222,6855.0,64649,1290.0
Indiana,Carroll,164853,2898.0,33235,437.0
Indiana,Clinton,395726,5684.0,82781,1011.0
Indiana,Fulton,168864,3103.0,36980,687.0
Indiana,Henry,520689,9472.0,108490,1468.0
Indiana,Huntington,269130,4668.0,61868,684.0
Indiana,Kosciusko,852496,9814.0,187322,1929.0
Indiana,LaGrange,295431,6951.0,56880,1346.0
Indiana,Randolph,223204,5066.0,52515,915.0
Indiana,Whitley,283085,3139.0,63946,543.0
Iowa,Butler,160855,2189.0,36216,441.0
Iowa,Clinton,528305,7649.0,118006,1544.0
Iowa,Dickinson,240184,2870.0,49152,405.0
Iowa,Hardin,180424,2662.0,41606,628.0
Iowa,Iowa,144012,2262.0,33280,560.0
Iowa,Marshall,679691,10403.0,117825,1618.0
Iowa,Montgomery,85338,2597.0,19637,404.0
Iowa,Webster,584299,7427.0,127416,1583.0
Iowa,Wright,235213,1903.0,44192,372.0
Kansas,Clay,68520,2056.0,16239,449.0
Kansas,Coffey,67432,2817.0,12805,310.0
Kansas,Gove,41358,2479.0,9892,620.0
Kansas,Harvey,305704,3667.0,69416,679.0
Kansas,McPherson,264931,3686.0,62201,542.0
Kansas,Osage,94593,858.0,21272,186.0
Kansas,Ottawa,48038,0.0,10681,0.0
Kentucky,Bullitt,541715,4443.0,112352,808.0
Kentucky,Campbell,620778,6294.0,122851,869.0
Kentucky,Larue,104671,660.0,22418,79.0
Kentucky,Woodford,164428,203.0,33307,29.0
Louisiana,West Feliciana,182665,6087.0,26943,775.0
Michigan,Cass,385133,6821.0,86664,1162.0
Michigan,Crawford,65980,1524.0,13163,168.0
Michigan,Gratiot,447689,9529.0,114275,1651.0
Michigan,Huron,177237,4515.0,39571,911.0
Minnesota,Beltrami,333970,4006.0,81532,884.0
Minnesota,Faribault,107763,964.0,24043,191.0
Minnesota,Lincoln,56901,139.0,13140,31.0
Minnesota,Mahnomen,44083,831.0,11163,189.0
Mississippi,Jefferson,79771,2788.0,13260,394.0
Mississippi,Kemper,111131,4507.0,18264,586.0
Mississippi,Neshoba,534144,29511.0,81644,4068.0
Mississippi,Sharkey,68895,2839.0,11134,527.0
Mississippi,Unknown,2144,24.0,0,0.0
Missouri,Atchison,31058,481.0,7619,127.0
Missouri,Barry,239281,4159.0,51033,1022.0
Missouri,Buchanan,1133648,15298.0,231359,3356.0
Missouri,Chariton,38220,225.0,8930,35.0
Missouri,Lincoln,430992,2317.0,95402,496.0
Missouri,Pettis,541878,7255.0,117499,1468.0
Missouri,Ray,130976,1186.0,28506,207.0
Missouri,Wright,141099,2243.0,28431,579.0
Montana,Lake,183527,1990.0,40480,474.0
Montana,Park,100662,514.0,24400,121.0
New Mexico,Roosevelt,178974,3445.0,39278,599.0
New Mexico,Valencia,569140,6481.0,136438,1486.0
North Carolina,Greene,234745,3940.0,42653,848.0
North Carolina,Person,230715,3695.0,40537,533.0
North Carolina,Surry,641884,10225.0,111886,1701.0
Ohio,Fulton,300679,4361.0,67160,1070.0
Ohio,Shelby,400720,3558.0,87895,555.0
Oklahoma,Caddo,376365,7259.0,74995,1145.0
Oklahoma,Cherokee,483819,2886.0,93415,439.0
Oklahoma,Choctaw,150340,985.0,27313,169.0
Oklahoma,Latimer,69876,878.0,12493,131.0
Oklahoma,Pittsburg,398695,4516.0,74629,695.0
Oregon,Columbia,105324,1363.0,21459,266.0
Oregon,Morrow,139209,1447.0,23219,227.0
Pennsylvania,Northumberland,622790,28686.0,118645,5471.0
South Dakota,Aurora,52411,938.0,12149,223.0
South Dakota,Faulk,42290,1276.0,9303,319.0
South Dakota,Lawrence,293506,3403.0,72755,800.0
South Dakota,Todd,134793,2558.0,33699,512.0
South Dakota,Union,215058,3891.0,44863,845.0
Tennessee,Smith,282352,3675.0,54742,665.0
Texas,Cherokee,462922,10794.0,78014,2080.0
Texas,Harrison,407871,12511.0,65840,1681.0
Texas,Hood,489650,10521.0,88190,1872.0
Texas,Montague,153545,4227.0,33151,902.0
Texas,Navarro,589469,10297.0,101332,1545.0
Texas,Randall,1779662,23794.0,397483,4888.0
Texas,Shelby,178765,7507.0,27177,1193.0
Texas,Starr,1041559,36588.0,162068,6045.0
Texas,Taylor,1512908,27326.0,304769,4976.0
Texas,Uvalde,296708,7335.0,44940,1215.0
Texas,Willacy,303879,11593.0,47896,1900.0
Texas,Young,182566,3663.0,37488,785.0
Utah,Uintah,142702,952.0,32647,184.0
Virginia,Bristol city,108661,1785.0,22331,223.0
Virginia,Galax city,138370,7170.0,21532,966.0
Virginia,Roanoke city,764429,13134.0,145889,2611.0
Washington,Skamania,25977,215.0,4653,31.0
West Virginia,Greenbrier,162468,3496.0,30523,579.0
West Virginia,Hancock,191314,4406.0,41849,575.0
West Virginia,Pleasants,49529,1076.0,8394,141.0
Wisconsin,Iron,68891,2961.0,15060,622.0
Wisconsin,Marinette,495195,5683.0,111990,1161.0
Wisconsin,Richland,133353,2165.0,31655,404.0
Wisconsin,Waupaca,636211,16959.0,139378,4045.0
Wyoming,Goshen,104819,1734.0,28153,381.0
Wyoming,Washakie,84354,2622.0,20107,350.0
Alabama,Monroe,195342,2723.0,30452,330.0
Arizona,Gila,617998,20455.0,117228,3537.0
Arkansas,Johnson,297312,2592.0,47671,481.0
California,Glenn,215476,1852.0,37610,376.0
Colorado,Baca,22179,132.0,4769,8.0
Colorado,Moffat,54554,1765.0,13888,498.0
Florida,Hendry,612507,11232.0,89698,1440.0
Georgia,Bulloch,768371,9513.0,125840,1744.0
Georgia,Jenkins,109234,7125.0,16124,1054.0
Georgia,Murray,407240,4776.0,74763,1051.0
Georgia,Pike,182884,3433.0,31638,555.0
Georgia,Walton,821100,18865.0,134919,2652.0
Georgia,Wheeler,81925,3020.0,13673,589.0
Idaho,Bonneville,1292880,12523.0,288347,2936.0
Idaho,Lincoln,58096,973.0,12647,252.0
Illinois,Carroll,158546,3905.0,38076,881.0
Illinois,Fayette,290732,5828.0,72222,1333.0
Illinois,Macon,998105,22331.0,229366,4870.0
Indiana,Crawford,74436,1061.0,15022,197.0
Indiana,Newton,107033,4419.0,22884,584.0
Indiana,Switzerland,61023,503.0,12203,155.0
Indiana,Vermillion,133733,2558.0,30754,642.0
Indiana,Wabash,295210,5180.0,71845,1024.0
Indiana,White,293907,5488.0,59349,778.0
Iowa,Boone,250060,2375.0,51662,430.0
Iowa,Keokuk,89227,2130.0,22556,521.0
Iowa,Shelby,130100,2279.0,27048,604.0
Iowa,Taylor,76097,871.0,15688,216.0
Kansas,Miami,219774,1436.0,44321,194.0
Kentucky,Boyle,244861,1003.0,49112,11.0
Kentucky,Bracken,36824,350.0,7158,93.0
Kentucky,Breckinridge,88176,845.0,16947,130.0
Kentucky,Butler,149013,4466.0,22017,496.0
Kentucky,Carroll,82687,1235.0,14108,192.0
Kentucky,Floyd,223387,1690.0,48514,286.0
Kentucky,Grant,156016,1904.0,32860,213.0
Kentucky,Nicholas,35742,522.0,6661,93.0
Kentucky,Shelby,453486,6378.0,82480,850.0
Kentucky,Washington,106960,1391.0,23384,205.0
Louisiana,East Carroll,175233,2005.0,27650,405.0
Louisiana,Franklin,366004,12876.0,58400,2230.0
Michigan,Osceola,94105,1574.0,22524,429.0
Minnesota,Clearwater,67922,1174.0,18935,344.0
Mississippi,Amite,126026,3400.0,22971,550.0
Mississippi,Clarke,199420,11855.0,33162,1721.0
Mississippi,Covington,292466,8640.0,49478,1793.0
Missouri,Ripley,84437,1022.0,18958,248.0
Missouri,Warren,260037,1794.0,55459,479.0
Nebraska,Gosper,20291,252.0,4251,39.0
Nebraska,Platte,520926,4405.0,104707,1111.0
Nevada,Humboldt,95065,1727.0,19298,240.0
New York,Cattaraugus,297068,6048.0,57172,994.0
New York,Schuyler,63280,845.0,12789,206.0
North Carolina,Edgecombe,497933,12856.0,90277,2380.0
North Carolina,Perquimans,77172,948.0,13344,136.0
North Carolina,Polk,118577,2785.0,18306,403.0
North Dakota,Barnes,140791,2447.0,36385,684.0
North Dakota,Divide,16171,223.0,4107,60.0
North Dakota,McLean,142375,2829.0,33785,637.0
North Dakota,Mountrail,152871,1881.0,35281,457.0
North Dakota,Sioux,76199,1251.0,17556,289.0
Northern Mariana Islands,Unknown,2491,202.0,0,0.0
Ohio,Allen,990528,22156.0,218008,3196.0
Ohio,Auglaize,430503,6980.0,97268,1456.0
Ohio,Ottawa,291980,8391.0,58110,1015.0
Ohio,Pike,163196,1055.0,36556,141.0
Ohio,Van Wert,183041,3711.0,44277,930.0
Oklahoma,Le Flore,482605,4785.0,93306,877.0
Oklahoma,Nowata,90656,1256.0,16965,210.0
Pennsylvania,Cameron,15468,341.0,2624,30.0
Pennsylvania,Clarion,204752,4749.0,49982,746.0
Pennsylvania,Huntingdon,369166,9603.0,73862,2210.0
Pennsylvania,McKean,178520,3107.0,35048,308.0
Pennsylvania,Perry,200258,5042.0,37383,628.0
Pennsylvania,Snyder,225402,5459.0,46374,984.0
Pennsylvania,Tioga,188281,6303.0,48559,1249.0
South Carolina,Laurens,599994,15965.0,93263,2261.0
South Dakota,Deuel,49532,590.0,11638,152.0
South Dakota,Hamlin,69975,2758.0,17290,817.0
South Dakota,Hutchinson,80339,1761.0,20268,425.0
South Dakota,Yankton,286635,2592.0,69469,587.0
Tennessee,Bledsoe,306303,1256.0,43007,206.0
Tennessee,Carter,551714,12090.0,114104,2282.0
Tennessee,Hardeman,461010,7551.0,79442,1236.0
Tennessee,Johnson,256458,3267.0,50594,802.0
Tennessee,Morgan,180840,1805.0,35679,288.0
Tennessee,Trousdale,522225,2580.0,63038,372.0
Tennessee,Union,155916,1734.0,30946,252.0
Tennessee,Weakley,415100,6247.0,81848,1217.0
Texas,Burleson,154734,2379.0,25533,387.0
Texas,Caldwell,464154,8787.0,66431,1237.0
Texas,Lamb,196608,8487.0,44113,1805.0
Texas,Lynn,63519,2041.0,13891,334.0
Texas,Washington,265728,13769.0,37904,1749.0
Utah,Garfield,39453,1049.0,8324,206.0
Utah,San Juan,249595,7090.0,39065,985.0
Virginia,Hopewell city,165097,2086.0,22818,289.0
Virginia,Lancaster,53176,270.0,8601,55.0
Virginia,Montgomery,701173,4698.0,141685,886.0
Virginia,New Kent,98215,877.0,15667,144.0
Virginia,Northumberland,61697,1673.0,10715,290.0
Virginia,Powhatan,120207,1221.0,20005,186.0
Wisconsin,Oneida,350063,5418.0,83197,1448.0
Wyoming,Converse,95833,1113.0,22557,266.0
Wyoming,Sublette,67187,585.0,16858,130.0
Alabama,Macon,164540,5538.0,27038,805.0
Arkansas,Arkansas,185804,3773.0,35240,800.0
Arkansas,Ashley,178856,3174.0,33765,555.0
Arkansas,Hempstead,173276,1616.0,32722,287.0
Arkansas,Nevada,87888,3425.0,16543,554.0
Arkansas,Perry,59755,550.0,10544,140.0
California,Tuolumne,279450,3221.0,61900,541.0
Colorado,Mineral,7244,74.0,1186,23.0
Colorado,Montezuma,142302,2342.0,31678,365.0
Florida,Glades,142688,1721.0,22525,333.0
Florida,Wakulla,347193,3732.0,57626,596.0
Georgia,Bacon,183448,4201.0,26974,758.0
Georgia,Brooks,163355,6817.0,26471,931.0
Georgia,Candler,122856,5623.0,19956,1100.0
Idaho,Owyhee,123961,2227.0,25265,508.0
Illinois,Bond,181146,2581.0,41867,441.0
Illinois,Knox,482180,12259.0,109058,3089.0
Illinois,Menard,87781,715.0,19468,144.0
Illinois,Montgomery,269600,4810.0,49132,620.0
Indiana,Clay,221739,4033.0,50863,877.0
Indiana,Greene,251663,13131.0,49130,1787.0
Indiana,Knox,338916,4712.0,78666,990.0
Indiana,Steuben,305517,4038.0,66785,545.0
Kansas,Finney,907631,7217.0,161015,1042.0
Kansas,Montgomery,263511,1461.0,51352,186.0
Kansas,Stafford,32926,737.0,7640,167.0
Kansas,Stevens,67871,567.0,15058,151.0
Kentucky,Boyd,360925,4470.0,78379,886.0
Kentucky,Lewis,100495,3636.0,20375,676.0
Kentucky,Taylor,217805,2675.0,47312,482.0
Louisiana,Red River,111985,5816.0,19179,854.0
Louisiana,Sabine,305634,5364.0,56402,1076.0
Maine,Somerset,90787,2716.0,18394,630.0
Michigan,Cheboygan,83841,3282.0,20250,841.0
Minnesota,Cottonwood,146363,1207.0,34783,268.0
Minnesota,Douglas,375625,5656.0,98928,1558.0
Minnesota,Isanti,288656,3368.0,73874,778.0
Minnesota,Otter Tail,460817,5391.0,120013,1205.0
Mississippi,Carroll,144315,3951.0,26537,511.0
Mississippi,Claiborne,140643,4332.0,19771,533.0
Mississippi,Warren,461386,14393.0,68835,2085.0
Montana,Deer Lodge,104671,1090.0,24867,309.0
Nebraska,Scotts Bluff,463684,6634.0,119195,1223.0
New York,Lewis,114619,2176.0,19213,325.0
New York,Unknown,0,4597.0,0,0.0
North Carolina,Alleghany,90284,274.0,15768,47.0
North Carolina,Caswell,176809,1527.0,30770,249.0
North Carolina,Columbus,569949,17789.0,97367,2386.0
North Carolina,Currituck,91522,1175.0,15585,245.0
North Carolina,Halifax,450641,7763.0,74977,1295.0
North Carolina,Pamlico,82857,757.0,14673,136.0
North Carolina,Washington,79392,2477.0,11605,279.0
North Carolina,Yadkin,349093,3873.0,61966,678.0
Oklahoma,Garfield,712850,6721.0,146649,1234.0
Oklahoma,Rogers,875402,13457.0,166032,2344.0
Oklahoma,Seminole,245796,2827.0,47215,460.0
Oklahoma,Texas,520282,3064.0,84465,446.0
Pennsylvania,Mifflin,352472,10604.0,86292,2517.0
Pennsylvania,Venango,235201,4436.0,54081,791.0
South Dakota,Clark,36663,256.0,9026,47.0
South Dakota,Clay,215468,1685.0,47098,341.0
South Dakota,Fall River,55567,1484.0,12651,324.0
South Dakota,Roberts,118563,3026.0,26939,783.0
South Dakota,Turner,119235,5219.0,27782,1443.0
Tennessee,Coffee,600170,8432.0,123066,1647.0
Tennessee,Haywood,318723,6140.0,59788,1006.0
Tennessee,Henry,289023,5043.0,61532,877.0
Tennessee,McNairy,291027,5726.0,52750,1088.0
Tennessee,Obion,482968,8497.0,99251,1941.0
Texas,Dawson,196655,6281.0,40969,1307.0
Texas,Ector,1767249,32778.0,333137,5697.0
Texas,Franklin,63170,1989.0,10914,335.0
Texas,Henderson,504941,11573.0,96661,1990.0
Texas,Kleberg,268341,10038.0,45215,1752.0
Texas,Polk,341441,8483.0,58822,1489.0
Texas,San Jacinto,78851,2975.0,11259,525.0
Texas,Swisher,70146,1600.0,15487,345.0
Texas,Waller,307826,3676.0,50181,646.0
Virginia,Alleghany,86720,2766.0,16712,564.0
Virginia,Greensville,209547,3640.0,30028,496.0
Virginia,Manassas Park city,185836,2067.0,25737,248.0
Virginia,Tazewell,249634,2187.0,51829,351.0
Virginia,Winchester city,242605,1886.0,42457,189.0
Virginia,Wythe,157337,3010.0,31535,490.0
West Virginia,Cabell,617873,11588.0,127573,2378.0
West Virginia,Morgan,70990,692.0,14861,147.0
West Virginia,Wetzel,82018,1703.0,17105,463.0
West Virginia,Wirt,24767,128.0,5177,31.0
Alabama,Bibb,261043,5272.0,47009,1244.0
Alabama,Fayette,191906,3630.0,37698,537.0
Alabama,Hale,236468,8193.0,37264,1014.0
Alabama,Sumter,146210,5426.0,21945,712.0
Arizona,Greenlee,47698,688.0,10307,94.0
Arkansas,Newton,78166,4107.0,15753,732.0
Arkansas,St. Francis,493981,3115.0,75284,555.0
California,Alpine,6500,0.0,1854,0.0
Colorado,Archuleta,51521,32.0,12408,0.0
Colorado,Phillips,30830,684.0,6796,133.0
Connecticut,Unknown,129012,438.0,24229,14.0
Florida,Holmes,252014,3435.0,43424,595.0
Georgia,Appling,297268,8729.0,45864,1307.0
Georgia,Banks,180070,2827.0,31896,489.0
Georgia,Berrien,170900,4202.0,28077,921.0
Georgia,Bleckley,155065,5666.0,25661,1040.0
Georgia,Clay,35477,795.0,5018,93.0
Georgia,Cook,195869,4153.0,33013,673.0
Georgia,Dade,116536,1371.0,20831,246.0
Georgia,Dooly,125016,5447.0,18027,693.0
Georgia,Gilmer,300951,5531.0,48427,1053.0
Georgia,Jefferson,224675,6962.0,35683,1244.0
Georgia,Johnson,127787,5625.0,18637,994.0
Georgia,McIntosh,84771,1731.0,13898,294.0
Georgia,Schley,36887,510.0,6234,62.0
Georgia,Talbot,55603,1811.0,8051,263.0
Georgia,Warren,49905,1347.0,7713,252.0
Idaho,Bonner,230295,1749.0,46770,353.0
Idaho,Elmore,172231,1431.0,35738,249.0
Idaho,Jerome,322439,2658.0,64986,465.0
Idaho,Minidoka,295343,2850.0,59376,642.0
Illinois,Clark,143297,3258.0,31284,692.0
Illinois,Crawford,192464,2962.0,42915,695.0
Illinois,Marion,408913,9857.0,96434,2680.0
Illinois,Randolph,440174,6705.0,88690,1010.0
Illinois,Saline,206058,4725.0,44873,1043.0
Iowa,Audubon,47971,805.0,10477,175.0
Iowa,Crawford,369432,3161.0,60858,547.0
Iowa,Guthrie,125683,3404.0,26783,634.0
Iowa,Jackson,219497,2858.0,51437,739.0
Iowa,Jones,297842,4144.0,76993,1029.0
Iowa,Van Buren,58587,1266.0,13099,298.0
Kansas,Atchison,155014,1282.0,33486,302.0
Kansas,Saline,506753,7443.0,108448,1332.0
Kentucky,Marion,183970,2479.0,41746,504.0
Kentucky,Marshall,199816,2969.0,39441,551.0
Michigan,Antrim,84096,1145.0,18976,241.0
Michigan,Delta,344526,8861.0,85590,2149.0
Michigan,Houghton,253115,3117.0,57100,704.0
Michigan,St. Joseph,471112,7224.0,98787,1351.0
Minnesota,Itasca,301005,5831.0,75556,913.0
Minnesota,Meeker,200044,2842.0,53331,718.0
Minnesota,Watonwan,162705,970.0,30465,152.0
Mississippi,Alcorn,307028,5380.0,57632,1094.0
Missouri,Cedar,68256,970.0,14727,241.0
Missouri,Crawford,202749,2319.0,44923,490.0
Missouri,Livingston,140147,2573.0,28181,577.0
Missouri,Macon,107927,781.0,25001,165.0
Missouri,Maries,55330,561.0,13046,158.0
Missouri,Morgan,176614,2663.0,40242,512.0
Missouri,Osage,141049,935.0,33375,192.0
Missouri,Pike,148775,1904.0,35054,361.0
Missouri,Reynolds,43623,299.0,11056,63.0
Missouri,Stone,206681,2988.0,44337,663.0
Missouri,Webster,308711,4375.0,66303,1002.0
Nebraska,Antelope,50169,537.0,12136,101.0
Nebraska,Unknown,15025,21.0,0,0.0
Nebraska,York,164282,1064.0,39174,263.0
New Mexico,Torrance,69480,774.0,14299,86.0
North Carolina,Alexander,331390,4257.0,66296,713.0
North Carolina,Rutherford,600358,17566.0,105339,3073.0
North Dakota,Grand Forks,1183095,7777.0,275086,1758.0
North Dakota,Oliver,17795,238.0,4348,62.0
Ohio,Brown,268611,1944.0,56518,277.0
Ohio,Holmes,257476,7228.0,54421,1531.0
Ohio,Preble,314256,4586.0,70925,826.0
Ohio,Ross,544273,11168.0,110977,2263.0
Oklahoma,Beckham,242603,2845.0,51628,585.0
Oklahoma,Cotton,49753,1356.0,10878,222.0
Oklahoma,Love,117450,549.0,23317,61.0
Pennsylvania,Union,359675,5196.0,71344,776.0
South Carolina,Barnwell,230628,5103.0,36664,823.0
South Dakota,Marshall,28472,449.0,7225,109.0
Tennessee,Fentress,233186,3429.0,48489,812.0
Tennessee,Giles,331090,8818.0,63539,1699.0
Tennessee,Lawrence,546395,7260.0,112959,1460.0
Tennessee,Marshall,365936,3995.0,71767,784.0
Tennessee,Warren,519955,5002.0,107100,827.0
Tennessee,Wayne,365458,2282.0,67652,447.0
Texas,Hill,299612,5434.0,54187,795.0
Texas,Leon,112538,3107.0,19197,607.0
Texas,Moore,394497,8023.0,59226,1249.0
Texas,Wise,505715,8736.0,97407,1825.0
Virginia,Henry,405526,8230.0,69916,1430.0
Virginia,King William,69245,818.0,11229,152.0
Virginia,Petersburg city,270844,6416.0,38650,979.0
Virginia,Smyth,224720,6942.0,44062,1343.0
West Virginia,Randolph,181932,648.0,28875,117.0
West Virginia,Roane,38905,716.0,7616,135.0
Wisconsin,Door,264770,2391.0,60827,402.0
Wisconsin,Jackson,250123,1652.0,66389,307.0
Wisconsin,Marquette,165858,2320.0,38611,564.0
Arkansas,Miller,389222,3888.0,75302,724.0
Arkansas,Scott,76245,986.0,14852,180.0
California,Plumas,45463,278.0,9585,7.0
Colorado,Lake,56913,0.0,11343,0.0
Colorado,Saguache,44928,689.0,7460,121.0
Florida,Calhoun,193813,4431.0,32042,765.0
Florida,Union,236927,8542.0,41287,1958.0
Georgia,Emanuel,297118,8774.0,48964,1552.0
Georgia,Grady,237102,5997.0,35513,976.0
Georgia,Oglethorpe,137070,3290.0,21904,434.0
Georgia,Rabun,148227,3262.0,26554,443.0
Georgia,Screven,109099,3044.0,16532,464.0
Georgia,Stewart,127252,3269.0,20264,527.0
Georgia,Walker,594661,9839.0,105129,1732.0
Georgia,Webster,15873,593.0,2219,62.0
Georgia,Wilcox,95757,7162.0,14860,960.0
Georgia,Wilkinson,104754,4183.0,16328,558.0
Idaho,Adams,26750,394.0,5230,85.0
Idaho,Camas,8268,0.0,1729,0.0
Illinois,Ford,131327,4692.0,31912,1013.0
Illinois,Ogle,503054,6847.0,110585,1716.0
Indiana,Cass,781468,7678.0,115560,1155.0
Indiana,Jefferson,243764,4100.0,54954,800.0
Iowa,Clay,194827,1776.0,43887,292.0
Kansas,Barton,265675,2585.0,60851,537.0
Kansas,Chautauqua,18826,234.0,3865,75.0
Kansas,Labette,208013,2112.0,42852,233.0
Kentucky,Barren,362540,4897.0,72563,1048.0
Kentucky,Edmonson,81227,3502.0,15211,403.0
Kentucky,Graves,375457,9832.0,70647,1307.0
Kentucky,Hancock,62363,1322.0,11675,364.0
Kentucky,Henry,105742,735.0,21118,103.0
Kentucky,Lawrence,86415,600.0,18041,98.0
Kentucky,Powell,80981,5.0,18837,0.0
Kentucky,Rockcastle,111580,1005.0,22021,223.0
Kentucky,Russell,148168,4030.0,31131,860.0
Louisiana,Concordia,200092,5819.0,38240,1028.0
Louisiana,St. Helena,117923,981.0,19102,127.0
Michigan,Arenac,69174,2564.0,16949,682.0
Michigan,Branch,631460,13797.0,111292,2330.0
